Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,LocationScore,Price
4353,5,2,2,1980,0,3,962886.73798885
2253,5,2,1,1979,1,10,576216.489071231
4156,5,3,1,2015,0,10,923678.476923024
1315,1,1,2,1959,1,10,312007.041015559
838,2,1,2,2020,1,9,240823.365296528
4142,1,1,2,2008,1,8,886611.269248312
1686,3,3,2,2000,0,8,391979.864570867
3644,2,2,2,1958,1,8,801046.195761672
3004,4,3,2,2003,0,9,665141.757332593
1898,5,2,1,2011,1,1,453313.551733979
2623,3,3,2,1958,1,8,600217.913137067
4001,2,2,2,1958,0,2,804478.185184856
3955,1,1,1,1973,0,4,759221.044672196
3893,5,1,1,1988,1,1,828123.418751508
4330,1,1,1,1957,0,6,944102.616614658
4578,2,3,1,1974,1,10,987857.955449082
3696,2,3,1,2015,0,1,796599.20402241
4253,3,3,1,1959,0,5,857488.871422666
4311,4,1,2,1973,1,9,923992.848300892
1788,1,2,1,2008,0,1,346737.759565941
4916,3,1,1,1980,1,9,1055142.49974782
4826,5,1,1,1960,1,4,1107748.88701338
4979,4,2,1,1955,0,3,1066305.9735807
2482,3,2,2,2019,1,8,617790.313331952
4763,1,2,1,1981,0,6,984239.081807858
1733,2,2,1,1988,0,7,431721.734346377
4398,5,1,2,1997,1,9,1028431.41766707
4033,1,3,2,1962,0,5,843865.773339739
2780,4,1,2,2008,1,2,608518.382219316
2655,4,2,1,2016,1,3,572054.726575246
3856,2,3,2,2005,0,3,807473.493535576
1592,2,3,2,1990,0,4,367447.41688002
1591,5,1,2,2005,1,10,468973.840433729
2609,5,1,1,1984,1,7,580425.650647598
3055,2,1,1,1987,1,10,682491.547342424
4410,2,3,2,2016,0,6,889642.29696526
2407,4,3,1,1983,0,3,534730.929279036
1784,2,3,1,2019,1,7,435584.883935301
4476,3,2,1,1960,0,4,960014.578817214
4180,1,2,1,1976,1,10,915725.576991048
1319,2,1,1,1997,0,8,322735.100822171
1390,5,3,2,1973,1,7,393510.548502406
1850,3,1,2,1967,1,7,442143.478225067
4433,5,3,2,1976,1,9,967403.342350276
1759,3,1,2,2003,1,8,379508.575907999
1492,2,2,1,2004,1,1,332732.80445657
4699,1,3,2,1970,1,7,997434.614173419
3746,5,2,2,2008,0,3,849548.294929387
1326,3,3,1,1983,1,4,334684.958121095
4024,4,1,1,2007,1,6,877885.774144583
3053,2,3,1,1997,1,5,685238.178171044
4144,1,2,1,2003,1,8,881049.70031372
4765,2,3,2,1967,1,2,1029263.54997367
2675,4,1,1,1952,0,5,644483.340459597
2563,1,3,1,1973,1,5,622369.637855268
1320,4,2,1,1950,1,3,340426.015681112
1816,2,1,1,1955,1,10,441622.309117386
916,3,2,1,1968,1,5,292671.403009337
3233,2,3,1,1992,0,4,689850.949427593
1383,2,2,2,1957,0,5,338579.803548105
1194,2,3,2,2018,1,10,290420.996757854
4588,5,1,2,2001,1,9,1006829.02129313
3568,4,2,1,2022,0,7,813502.865416133
4967,4,2,1,1996,1,1,1043445.10915531
4660,4,3,2,1977,0,3,992798.720531758
1073,5,2,2,1995,1,9,277244.758859947
2813,3,2,2,1953,0,4,664744.207362741
2189,2,1,2,1957,0,4,506375.701745423
4366,3,3,1,2010,1,10,967902.489153819
965,5,3,2,1966,1,6,303687.821802058
2367,4,1,1,1983,1,3,552297.452673584
1528,2,1,1,1969,1,3,389207.79382577
2843,1,3,1,2023,0,9,607629.998940716
4997,1,1,2,1983,0,5,1047706.69049821
4296,3,1,2,1992,1,7,957135.412471304
1578,4,1,2,1959,0,5,405983.149261911
1013,1,3,1,1979,1,6,204115.727904208
4562,3,1,1,1974,1,8,971418.138043371
2376,5,2,2,2006,1,8,548720.734467452
3248,3,2,1,2012,0,2,699339.707139267
3736,3,3,2,2020,1,9,783799.244512143
3917,3,1,1,1996,0,10,797259.42772636
1391,2,2,1,1952,1,6,395452.374796907
3520,3,3,1,1995,0,7,785442.234706584
1513,3,2,1,1985,0,3,354625.23107997
1735,2,1,1,1975,0,4,393091.816195975
801,2,3,1,1959,0,6,216858.52309373
3648,5,2,1,1983,1,7,850533.766413788
4844,4,3,2,1957,0,6,1025988.8951984
2749,1,2,1,2004,0,5,589465.370651839
1717,1,2,1,1959,1,2,390085.531698443
3974,3,1,2,2006,0,7,824628.551038542
3041,5,1,2,1994,1,5,725124.576476576
889,3,2,2,1999,0,9,233658.081502465
2509,1,3,2,2013,1,4,579235.541745223
2969,2,3,1,1951,0,10,661672.818159287
3841,4,1,1,1994,0,2,860039.620810226
905,5,2,2,2011,0,7,235965.522786962
1686,2,1,1,1963,0,7,356081.029962239
1227,4,2,2,2023,1,1,290757.610224892
2695,5,2,1,1964,0,5,617332.388762859
1116,5,1,1,1963,1,3,340736.709894455
1434,1,3,1,1980,1,9,393627.340454131
2725,2,1,1,1978,1,9,554250.784989039
2856,5,2,1,1976,1,7,673442.679030563
3944,5,1,2,1958,0,9,790476.159737125
3070,4,3,1,1969,0,2,694875.794844626
2239,1,3,1,2007,0,10,530754.23537238
1352,3,2,1,1998,0,8,333393.893132695
1515,1,1,1,2006,0,10,350099.539437369
4711,3,3,1,1965,0,10,1019040.97232351
2513,2,1,2,1957,1,10,552988.952031469
4189,2,3,1,2016,1,1,901592.644633037
1907,5,2,2,1968,0,3,444614.799958669
1050,2,2,1,2016,0,8,287257.292732241
3230,5,1,1,1985,0,8,722159.326637019
2854,1,2,2,2009,1,10,614274.422337794
1258,2,3,1,1985,0,8,272203.383228362
1007,1,2,1,1960,0,7,195798.379373607
1699,1,3,2,2000,0,2,403612.733598861
4261,2,3,1,2004,1,3,899755.266178525
4185,1,2,2,2003,1,9,907464.354752041
821,2,3,2,1966,0,2,249780.747293613
1209,2,3,2,2011,1,7,298729.891717553
1694,2,1,1,1991,1,1,366113.062890471
1314,3,1,1,1973,1,3,318495.956191117
4909,1,1,2,1966,0,1,1000535.8175105
2934,4,2,1,1997,0,6,701988.783756396
4395,2,1,2,2019,1,4,970145.514852353
3756,1,3,1,1956,1,1,809721.885397669
2360,5,2,2,1963,1,5,598235.344224922
2066,2,2,1,1960,0,4,450744.524685804
2969,2,2,2,1961,1,10,676279.114179712
4438,4,2,1,1954,1,10,975062.158886533
1549,3,3,2,1954,0,2,328540.790435509
4227,3,3,1,1969,1,7,956496.86854484
2727,2,1,2,2003,1,8,622692.468349747
4604,1,2,1,2004,0,4,953251.836835592
4502,5,1,1,2007,1,9,997338.303767196
3156,5,3,2,1979,1,3,682544.628227337
3135,1,2,1,1973,1,6,655563.116671182
1106,2,3,1,2022,1,7,300603.829252851
4465,5,1,1,1952,0,7,955772.183318137
2789,3,3,1,1997,0,6,615357.173969563
1461,1,2,2,2020,0,9,336583.598380523
1111,4,2,1,1971,1,1,273138.280774572
3720,2,1,1,1963,0,9,771802.041999399
1882,1,2,2,1997,0,9,383091.059226866
3771,5,3,1,1978,1,4,842537.043024712
1554,2,3,2,1999,0,5,376265.213690257
4930,3,3,1,1959,1,3,1013909.1464445
1152,2,3,2,2020,1,7,300798.804372504
1702,2,1,1,1976,1,2,393428.581317289
4688,3,3,2,1977,0,8,981860.489906771
958,3,1,2,1958,0,9,289153.545288702
2777,2,3,2,2020,1,6,613757.11577404
1756,3,1,1,1975,0,9,410668.507788587
2871,1,3,2,1957,1,6,628168.262485051
1203,3,3,1,1951,0,3,250330.639435224
3579,3,1,2,2006,0,10,806018.801792101
2187,2,2,2,2001,0,3,452512.030789519
4253,1,2,2,2007,0,2,870686.987114857
1755,4,2,1,1952,0,5,430941.52503195
2512,4,1,1,1957,1,4,610922.585653613
2073,5,2,2,2008,0,6,465601.692952579
4611,3,2,2,1951,0,5,966037.910360139
3425,3,1,2,2011,0,6,772560.465750179
3182,1,2,2,1998,0,4,679992.846981886
2241,4,2,2,1969,0,3,523979.28397629
3779,5,2,2,1978,1,1,807521.706605596
2597,1,1,2,1966,1,5,554919.761751836
4809,3,1,2,2023,1,6,1025604.11419049
2194,4,2,1,1971,0,5,482352.631066426
2069,5,2,2,1955,0,5,446935.759358152
4514,2,1,1,2011,1,6,948037.53603091
1329,4,2,2,1980,1,4,376657.204989611
4423,5,1,1,2011,1,4,968079.336639012
3758,1,2,1,1961,1,8,844957.272839334
3714,2,1,2,1961,0,8,796275.522855738
4391,5,3,1,2012,1,3,948082.306760301
2947,5,3,1,1965,0,7,707340.475330793
4169,3,1,2,1974,1,5,904108.153516698
1739,4,3,2,1971,0,5,441845.970810685
1325,3,2,2,1967,0,3,287291.795721986
801,2,1,1,1994,0,2,217168.907240363
1174,5,1,2,2017,1,3,340522.231888605
3140,3,2,1,1961,0,7,696244.178608913
4805,4,2,2,1998,0,3,999826.947854755
3852,2,1,2,1982,1,2,815249.779282185
3165,1,2,1,2012,1,4,695282.278680956
2325,3,1,1,1967,1,5,535864.250498413
2446,2,2,1,2003,1,7,570227.068452694
813,1,1,2,1976,1,1,220906.147691323
3078,3,2,2,1974,1,8,678388.833665702
3955,2,2,2,1983,0,10,822123.109475997
929,2,3,1,2009,0,3,228861.529965694
4614,3,3,1,2003,1,6,992556.421028253
4016,2,3,1,1954,1,4,884846.160328904
3738,5,2,1,1985,0,5,795737.54025853
4728,3,1,2,2003,0,10,1036109.54685444
2840,2,2,1,1985,0,6,649840.302738669
827,1,3,1,2018,1,2,211407.624106557
2913,1,2,2,1988,0,3,613118.403139533
2052,5,3,2,2019,0,8,480211.337469246
2846,3,3,1,1953,1,8,639633.477525648
4823,2,1,1,2023,1,1,997391.582983858
4174,2,1,1,2014,1,10,940873.501695948
4266,1,3,1,1989,0,8,900403.230354731
3881,5,3,1,1986,1,2,829145.676084
4578,1,2,1,2016,0,10,971983.8585528
1429,1,3,2,1980,0,10,361457.253115557
1069,5,2,2,1996,1,8,312164.71576696
3439,3,3,2,1976,0,10,799530.335993175
2793,2,1,2,2000,1,5,633037.716681648
3691,3,1,1,1969,1,1,764971.781752804
4232,4,3,1,1962,1,8,926614.17969009
2080,4,2,1,2012,1,5,501655.657035615
3160,4,2,1,1993,0,1,643345.269049335
1375,5,2,2,1973,1,4,370408.918436765
2107,1,3,1,1952,0,1,405360.439318634
3992,3,3,1,1959,0,9,895985.836389113
3978,2,1,1,2014,1,10,888281.842119793
3534,4,1,1,1998,0,2,770419.534022877
3012,3,3,2,2007,1,8,669503.040891192
3152,4,1,1,1951,1,4,706655.070615339
4368,4,2,2,2015,1,9,952765.562812134
2455,2,2,1,1980,0,2,501229.618063748
2379,5,3,1,2017,1,3,556331.424705715
3003,1,2,1,1986,1,2,659056.638412302
2190,5,3,2,2022,0,10,534095.354820794
2542,3,2,1,1973,1,5,614667.748103361
2725,5,3,1,1993,1,1,647144.513487007
1419,3,2,1,1990,1,3,364267.27034764
2074,3,2,2,2023,1,1,432576.83626386
1756,1,1,2,2000,1,10,404071.036746118
2739,2,1,1,1991,1,8,585190.689739145
4753,1,1,2,1989,0,4,973024.928009402
3181,5,1,1,1997,1,3,697868.096901921
1768,3,1,1,1953,1,8,418159.876173552
2116,4,1,2,2009,1,9,536729.068309346
1843,4,3,1,1988,1,8,474481.248225146
1081,3,3,1,1954,0,6,304377.860724541
3644,1,1,2,1955,1,3,727782.9222746
1858,2,3,2,1963,0,8,432049.367415392
3332,1,1,2,2019,1,5,735567.624534915
4628,3,3,2,1961,1,5,1038257.39787218
1808,3,2,1,2011,0,9,389897.790257688
2029,2,3,1,1976,0,1,435012.909095971
1835,5,3,1,2003,1,7,493855.666850119
1075,5,3,1,1961,1,8,314193.042179714
3540,2,2,1,1957,1,10,760239.558145757
3089,5,1,1,2023,1,3,658050.0205376
2039,4,3,1,1965,1,8,478082.461633421
925,5,3,1,2001,1,1,225777.458285907
4865,5,2,2,1975,0,8,1058461.51142085
4668,5,1,1,1957,1,7,1047007.75464447
2008,4,3,1,1994,1,4,452075.631027285
4049,5,2,1,1968,1,7,912243.243530276
1718,4,1,1,1966,0,10,439731.775736147
4723,2,1,1,2014,0,7,990532.291828791
2769,1,3,2,1978,0,10,568532.642627069
3593,2,3,2,1963,1,1,781255.288866563
1691,1,3,2,1966,0,3,370833.826380888
2833,2,3,1,1962,1,7,633687.383784979
2164,1,2,1,2012,1,5,469129.068855988
928,1,2,1,1982,1,9,249769.685656851
1814,3,3,1,1978,1,7,456545.447711174
2599,1,1,2,1986,1,3,618566.203358396
2318,1,3,2,1995,1,1,509408.30170968
4981,3,1,1,1973,1,5,1098978.52900032
1998,5,1,1,1963,0,10,493543.877085672
4673,5,1,2,1954,0,5,1002111.79180881
3274,3,2,2,2002,0,7,719513.688192782
4285,4,1,2,1979,1,1,889456.590757687
4849,1,1,2,2009,0,10,1022446.5067688
4519,1,2,2,2022,1,2,894998.373379466
1102,3,1,2,1977,0,6,251833.341052787
4752,3,1,2,1975,0,8,1012146.07732835
1786,4,3,1,1967,1,4,469049.556829471
2663,5,1,1,1985,0,3,632365.60992496
3872,2,1,2,1957,1,3,817486.335508977
3924,5,1,1,1967,0,3,852692.932988261
2127,1,1,2,2007,0,2,471009.061739551
3208,3,1,1,1981,0,1,646362.660695177
4473,4,2,2,1998,1,5,984718.687632888
4091,5,1,1,1997,1,10,897502.678315855
4833,4,1,2,2020,0,5,1022304.37388308
1503,5,2,1,2014,0,5,364124.418737642
1374,1,2,1,1982,1,4,332683.953176204
4032,2,1,2,1999,0,3,854157.591850227
3432,4,1,2,1953,0,3,762676.966934935
4628,4,1,2,1985,1,2,1000304.97071161
4030,2,3,1,1977,0,5,860291.344249222
1288,4,3,1,1952,0,4,370950.595010965
2147,4,1,1,1955,1,6,469291.023245071
4481,5,2,1,1994,1,2,1019590.24650323
3973,5,1,2,1972,1,2,863354.45227829
2467,2,2,2,1956,1,8,576672.289659208
2437,1,2,1,2010,0,6,517258.50798516
4914,4,2,2,2014,1,3,1039236.45926121
4353,1,1,2,1955,1,5,927714.429819856
1800,2,1,2,1973,0,3,420053.207715361
1650,2,2,2,1986,1,2,392825.198874185
2188,5,3,1,1994,1,3,513047.105332928
4512,4,3,2,2000,0,1,1050683.75157039
2167,3,3,2,1994,1,7,544364.341771656
1621,2,2,2,2012,1,6,410533.557605181
1254,4,1,1,1978,0,5,301975.894231445
2424,1,2,2,1974,1,6,522170.855292774
3572,5,3,1,1959,1,8,811404.023103927
4526,1,1,1,1984,0,3,956235.163609812
3947,2,2,2,2004,0,3,803634.891573104
4889,2,2,2,1974,1,5,1011094.90421364
2990,1,3,1,1994,1,5,666488.688334025
1716,2,2,1,1961,1,1,399179.911116053
4786,4,1,1,1953,0,4,994942.161552728
3675,2,3,1,2016,1,9,784719.910539619
2240,5,3,2,1966,1,8,587947.424834211
1535,4,1,1,2022,0,3,369925.110632489
4368,3,3,2,2014,1,5,914511.603406799
4138,2,2,2,2002,1,5,855259.361597943
3815,2,2,1,2006,1,7,819962.200688738
3689,5,3,2,1977,0,8,845121.045174941
1761,5,1,1,1965,0,9,449075.220052707
3789,1,2,1,1970,1,7,842091.963425031
4648,1,1,1,1991,1,2,928341.25481348
1826,1,2,2,2003,0,8,414796.167244491
4665,5,2,2,1981,1,8,1067647.75830803
3663,1,3,1,1987,0,2,796920.043261903
3301,1,3,2,2019,0,6,712172.749535317
2747,3,1,2,1987,0,10,673100.462716347
1977,1,3,2,2003,0,1,438632.127910397
811,2,2,2,2009,0,7,239268.665821034
4164,5,2,2,1996,1,10,938911.197969388
3822,4,1,1,1961,0,2,795875.617678893
4171,3,1,2,2002,1,5,877319.769980531
3630,5,2,2,1982,1,7,826540.38036986
842,5,3,1,1977,1,10,273112.449828745
1743,2,3,2,1952,0,9,366385.358252163
3190,1,1,2,1975,1,1,645355.160376857
3345,2,1,2,2003,1,9,728039.910648648
3211,1,2,1,1989,1,5,710381.984398429
1804,1,2,2,2015,0,6,398398.152845948
820,5,1,2,2017,1,8,256198.394737487
1206,1,2,1,1996,0,2,242527.184324917
1814,3,1,1,1951,0,7,419379.152001553
2638,3,1,2,1991,1,4,622577.52568615
3988,3,3,1,1983,1,9,888489.377818964
1514,5,1,1,1970,0,6,338117.160462953
4946,2,2,1,1993,0,7,1008911.93014239
4654,4,3,2,1951,1,6,1033519.72193058
940,1,3,2,2008,1,8,246392.113119435
1763,4,2,1,1965,1,6,433735.494247412
1172,2,2,1,1969,1,7,285081.645624631
4435,2,2,1,1975,1,8,968585.305304998
3341,5,1,1,1965,0,1,718677.057168866
4410,3,3,2,2019,0,10,952334.669456785
2492,3,1,1,1972,0,4,524119.415208422
905,2,1,2,1991,0,6,247042.282453569
2481,5,1,1,1986,0,1,548671.680209589
4897,5,1,2,2021,1,4,1076597.00832799
4816,1,3,2,1955,0,6,976360.21089915
3436,3,3,1,1986,1,7,811547.078459465
2937,2,1,2,1971,0,6,662334.350962831
4216,4,2,2,1955,0,4,857455.058258527
4330,3,3,2,1981,1,7,926951.563123407
2086,1,1,1,1966,0,10,474140.859775247
3979,5,2,2,1987,0,2,828806.783596275
4454,2,2,2,1966,0,6,935510.147945917
3159,3,1,1,1986,0,5,692465.79464942
1244,4,3,1,1972,1,2,320181.852200513
835,1,2,2,1998,0,9,227470.967588427
2275,1,3,2,2010,0,7,483666.752384953
4757,3,3,1,1998,0,3,949295.461445797
2598,4,2,1,2010,0,7,615152.882804127
2645,1,1,2,1981,0,6,586395.366340063
2208,2,2,2,2012,0,7,555190.916057208
2508,1,2,1,1956,0,4,478420.337051642
3738,4,3,1,1971,0,10,851370.80273367
2100,5,1,2,1955,1,8,464782.946547915
2043,5,3,2,2010,1,8,556512.332041883
4776,3,2,1,1963,1,7,1043396.6708424
3897,4,1,2,1965,0,7,821601.778808094
809,1,1,2,1952,0,10,226305.561865036
3225,1,1,2,1958,1,8,685173.874807077
2460,5,1,2,1996,1,1,572510.402488782
3431,5,1,1,1991,1,6,779349.017905227
1872,2,2,1,1991,1,2,469004.203403682
4025,5,2,2,1972,0,1,913373.147752163
2116,2,2,2,1952,1,10,483268.365668162
4945,1,3,2,1950,0,7,1061452.6404499
4483,2,1,2,2016,1,6,963471.003889257
4073,2,1,1,2020,0,5,819282.948324827
945,3,2,2,1952,0,5,226594.290490696
3840,5,1,2,1998,0,9,908403.652489991
2262,2,3,1,2016,0,9,523346.360027616
2384,1,1,1,2004,1,6,549794.489487938
1282,4,1,2,1953,0,3,305098.892190825
3979,2,3,1,1980,0,7,838301.452132016
2049,5,2,1,2015,1,4,497481.612690862
1430,3,2,2,2013,1,5,349347.398618845
1461,1,1,2,1980,1,7,305868.67672421
4303,3,3,1,2012,1,7,916516.863563649
3652,4,2,2,2015,0,10,828097.112860306
3266,2,2,1,1980,1,8,712682.73277244
1787,2,2,1,1996,0,1,391042.622050698
2346,5,1,1,1971,1,5,560073.07626243
1449,2,3,2,2023,0,9,359626.251220468
1768,1,1,2,1995,1,7,433264.476532884
3437,4,2,1,2007,1,2,730932.604623287
1900,3,3,1,2010,1,1,457256.318088591
1240,4,1,2,1995,1,8,350875.694837991
1569,2,2,1,1950,0,9,395446.294475038
2143,3,2,1,1974,1,10,478277.060014628
4529,5,1,2,2010,0,5,982170.480458675
4706,4,2,2,1963,0,6,1052101.89865996
2377,3,2,2,1994,1,2,533921.987021084
4808,3,3,2,1988,1,5,1048687.36754911
4151,3,2,1,2015,0,4,901709.88986463
3149,1,1,2,1981,0,8,643163.253890044
4402,4,3,2,2007,0,8,1005245.618225
2041,3,1,1,2005,0,5,470687.519924223
1925,4,2,1,1955,0,8,471987.570354836
3401,3,3,1,2016,1,6,716649.315549737
1990,5,3,2,1999,1,10,527863.619955333
4931,5,3,1,1987,0,6,1081860.25853448
872,5,3,2,1952,1,4,307004.783193052
2714,2,1,1,1954,0,10,590018.369642391
3272,3,2,2,1973,1,3,693708.541760039
3846,2,2,1,2003,0,9,809144.025130642
1507,4,3,2,1983,1,5,373775.544124818
2604,2,2,2,1988,1,10,567828.837046716
4513,4,1,1,1997,0,10,1009854.00059415
3364,4,2,1,1998,1,4,782992.446573292
3275,4,1,2,1983,0,6,713105.207471499
4410,2,1,1,1956,0,4,909181.001947895
3623,3,2,2,1967,1,6,752212.952167017
2535,2,1,2,2019,0,10,579399.03138259
2385,3,1,2,1983,1,8,592336.002720646
866,3,1,1,2000,1,8,231270.132068511
3861,4,1,2,2017,0,6,832280.38685559
3228,2,3,2,1963,1,1,709457.286532893
4953,3,2,2,2018,0,1,1076710.45901525
1141,5,3,2,1957,0,3,307194.405545877
3574,3,1,1,1964,1,2,775685.747900663
3617,5,2,1,2008,0,1,790882.962528995
3461,2,1,2,1960,1,1,699574.187327408
2032,2,2,1,1969,1,6,433230.233654253
4674,2,3,1,2004,0,7,970600.120772128
3201,3,2,2,1985,1,8,744522.264350934
2294,1,1,1,1963,0,3,474416.07323635
1461,3,2,1,2007,0,1,321959.898779943
4683,3,2,1,1987,0,5,977920.634896406
4419,4,3,1,1950,0,8,959358.578038183
2668,4,1,1,2014,1,4,648152.698352541
3134,3,2,1,1950,0,2,669020.065357572
4174,5,3,2,2009,0,9,907142.564865629
1816,4,2,1,1974,0,9,440831.140727041
1007,3,1,2,1959,1,3,304277.090144038
3465,1,2,2,1999,1,7,736429.38202661
3293,5,2,2,1961,0,1,692074.874789226
1432,2,2,1,1981,1,8,342875.21825674
2902,3,2,1,1982,1,8,662619.093408711
3759,3,1,2,2021,0,3,813006.023770634
3883,5,3,2,1975,0,5,881772.089467056
2731,4,3,2,1991,1,4,602057.068150942
4519,4,2,1,1999,1,7,966028.866638523
3362,4,1,1,2010,1,7,745318.443515313
2479,2,1,1,1990,0,8,561912.325617422
1036,5,1,2,2006,1,5,260699.802558694
2340,5,1,1,1951,1,5,537816.827239558
4743,4,1,1,2019,1,8,1017781.4067647
1163,4,1,2,1980,1,5,331143.721384109
3168,1,2,1,1972,0,1,669806.519016611
1085,1,3,2,2003,0,3,273592.959026248
948,3,3,1,1977,0,2,274066.949355826
4837,3,2,2,1968,1,10,1044758.74762277
2566,5,3,1,1997,0,5,563514.846128658
1812,5,1,2,1951,1,8,426875.909553825
3631,2,1,1,1960,1,9,747247.310873529
3307,2,3,2,1993,0,9,711930.829258345
2323,1,1,2,2008,1,1,487994.434629207
3585,3,1,1,2008,1,1,789688.835170126
3356,1,3,1,1987,1,1,714622.855429415
4525,1,2,2,1974,0,1,915741.788891435
2401,3,3,1,1970,0,9,549300.031845985
3208,2,3,2,1991,0,1,653625.662907131
1140,3,3,2,1985,0,7,319635.164268782
3617,4,3,1,1958,0,6,776752.110929762
3296,4,2,1,1961,0,9,707701.718201603
2525,4,2,1,1959,0,9,602447.049167687
2489,5,1,2,2008,0,4,579154.105209096
4067,2,1,2,1954,0,9,822307.865536025
1061,2,3,1,1982,0,6,286575.040867756
2242,5,1,2,2018,1,5,514860.184022649
1205,1,2,2,2012,0,9,278647.386810902
2990,4,1,1,1978,1,7,683675.502692348
1043,4,1,2,1967,1,9,310265.622065421
4907,1,1,2,1955,0,5,1022536.97936719
1360,3,3,2,2002,0,4,327754.54172735
4937,3,1,1,1981,1,10,1056783.9167771
3525,2,2,1,1991,0,3,754305.517339136
1393,5,2,2,1996,0,5,350640.304066394
2626,2,2,1,1980,1,9,642333.861478148
4029,3,2,2,2011,0,3,869460.225249248
4087,1,1,1,2005,0,1,812314.609375241
4873,2,3,2,1960,1,2,1018660.00121566
933,4,2,2,1975,1,10,282804.804431496
3938,4,2,2,1976,1,5,900085.780376761
4719,1,3,2,2006,0,3,1013077.6252278
872,3,3,1,1976,1,6,242496.631990861
3778,4,2,2,2008,0,8,806259.144585264
2785,4,2,2,2011,0,6,598462.558969845
1592,5,3,1,1969,0,10,419710.718930395
894,2,2,1,1952,1,9,308394.607730437
1933,3,2,2,1965,0,6,458077.352606378
1037,2,1,2,1993,0,5,207552.1868329
3746,3,3,1,1979,1,4,803049.89741885
3330,4,1,2,1989,1,2,716402.144953877
2760,5,1,2,2014,0,6,604449.936997127
1848,2,3,2,1978,1,2,415902.654376645
3329,4,1,2,1979,0,5,735034.871525499
3764,3,2,2,1981,0,1,812849.529233066
1763,2,1,2,1959,0,3,413894.087272916
1336,2,3,2,2000,1,10,360305.064326179
4479,4,2,2,1957,1,5,926946.243991779
4987,2,2,2,2000,0,7,1021967.38531172
4524,5,2,1,1985,0,8,984847.64907852
1342,5,2,1,2004,0,7,353081.996394187
1645,4,1,1,1984,0,7,416535.458996906
4403,3,1,2,1985,1,2,937679.604405419
3836,4,2,2,2005,1,6,851467.681346592
3294,5,3,2,1985,1,5,759744.934078477
3519,1,2,1,2010,1,9,759424.45653047
2684,1,1,1,2011,1,10,598972.128496945
4938,2,2,2,1974,0,4,1057745.80447529
4001,2,1,1,2013,1,7,859102.2275304
3510,1,2,1,2009,0,8,745244.681830393
2753,5,3,2,2006,0,6,632760.36488082
4650,2,2,2,2019,1,3,1016444.34534478
1489,4,3,1,2001,1,5,355098.666829264
2750,4,3,2,2005,0,1,652396.17236978
1256,5,2,1,2012,0,8,305790.453637112
2930,2,3,1,2017,0,2,610644.493466806
4776,4,3,1,1969,1,10,1073818.45674288
1979,2,1,2,2003,1,7,482557.917386842
4365,2,1,1,1950,1,9,904912.524575038
1682,4,3,1,1959,1,1,382082.453418823
1199,1,2,2,1972,0,4,278746.070236796
1408,4,3,2,2000,1,7,431210.484694095
2438,5,2,1,1973,0,9,605756.569524967
2948,3,1,2,1962,1,2,639397.573759205
2182,4,2,2,1978,1,2,446921.771548106
2203,2,3,1,2007,1,6,510641.068360529
1619,2,3,2,1992,0,3,376857.420091164
4092,4,3,1,1959,0,4,875832.62147293
1619,3,3,2,1980,1,3,371531.900236335
1219,4,3,2,2023,0,1,305779.131508035
4102,3,2,1,1963,0,6,854843.470152651
2308,3,3,1,1983,1,2,574411.216520218
1567,5,1,2,1966,1,2,427318.619938346
2844,2,3,2,1970,0,7,641247.815789819
2939,2,2,2,2016,1,5,650042.764227983
3829,3,3,1,2007,0,8,818295.897834661
2349,2,3,2,1957,0,2,510280.320402728
2564,1,2,1,1987,1,10,618782.428380182
3445,3,3,2,1975,0,8,779716.351460916
4516,2,2,2,2013,1,7,974292.306961912
3093,1,3,2,1979,0,10,696699.35835419
3508,5,1,2,1958,0,8,794240.266584521
1700,2,3,2,1981,0,3,393906.938497172
3884,1,2,1,1960,0,8,845314.081474788
2809,4,1,1,1983,0,6,637725.691120619
1041,4,2,1,1967,0,2,285663.786752584
3185,1,3,2,1968,1,6,699034.676240863
1471,3,1,1,2003,0,5,337846.854420247
963,3,2,1,1986,0,3,227895.928026496
1264,2,1,2,1961,0,1,264117.259863226
3842,4,1,2,1953,1,7,809270.738938962
3242,3,2,1,1992,0,2,671601.501329708
3155,3,1,1,1976,0,1,645478.661760446
3357,4,2,1,2000,0,1,711716.370100399
1345,5,1,1,1954,1,7,399056.105265957
4635,3,1,1,1955,1,1,976060.951111156
1393,1,1,1,2005,1,9,341644.172247108
4604,2,3,1,2017,0,6,980632.991112798
2259,3,3,2,1993,0,4,548489.522821059
4293,3,2,1,1964,0,4,896210.363653868
3401,5,1,2,1991,1,5,759636.947993549
3244,1,2,2,1960,0,2,672145.015705645
3472,2,3,2,2022,1,5,787813.371394369
816,3,3,1,1960,1,2,262802.642343861
3991,2,3,1,2015,0,4,857064.595492349
1192,4,3,2,1976,0,10,354222.734351547
1224,3,2,1,2007,1,5,319241.524911725
1371,3,1,1,2021,0,6,322884.91880958
4431,4,2,2,1970,1,6,998668.102164641
1920,5,1,1,1970,1,9,493190.441880845
1041,3,3,2,2021,0,4,246811.733352311
4697,2,1,2,1950,0,5,1004335.52345311
4895,1,3,2,2007,0,6,1016787.68422449
3079,2,2,2,1962,0,4,649529.411931895
1588,5,1,1,2022,0,6,412925.109204993
1514,1,2,2,1955,0,2,326579.196478877
3649,2,3,1,2007,0,7,795523.963401007
1575,2,2,1,1966,1,3,385548.48960177
